user_id,cart,purchase,remove_from_cart,view,Cohort,Total_Interactions
65252078,0,0,0,1,Bouncers (Low Engagement),1
65265769,0,0,0,1,Bouncers (Low Engagement),1
66642081,0,0,0,3,Window Shoppers,3
66733906,0,0,0,3,Window Shoppers,3
68009669,0,0,0,1,Bouncers (Low Engagement),1
68221684,0,0,0,3,Window Shoppers,3
69749548,9,0,13,0,Cart Abandoners,22
70406741,11,0,7,13,Cart Abandoners,31
70980330,3,3,0,0,High-Intent Buyers,6
71999866,0,0,0,1,Bouncers (Low Engagement),1
73266687,0,0,0,1,Bouncers (Low Engagement),1
73463214,0,0,0,1,Bouncers (Low Engagement),1
73848944,0,0,0,4,Window Shoppers,4
74653760,0,0,0,1,Bouncers (Low Engagement),1
74832324,1,0,0,0,Cart Abandoners,1
75397800,2,0,0,0,Cart Abandoners,2
76459932,0,0,0,1,Bouncers (Low Engagement),1
77124253,1,0,0,0,Cart Abandoners,1
77443718,13,4,32,7,High-Intent Buyers,56
77935047,0,0,0,1,Bouncers (Low Engagement),1
78326757,4,0,2,3,Cart Abandoners,9
79401570,1,0,7,4,Cart Abandoners,12
79635674,8,4,4,17,High-Intent Buyers,33
80173246,0,0,0,1,Bouncers (Low Engagement),1
80310232,0,0,0,1,Bouncers (Low Engagement),1
80577370,2,0,15,5,Cart Abandoners,22
81429390,0,0,0,1,Bouncers (Low Engagement),1
81446843,1,0,0,2,Cart Abandoners,3
83805166,1,0,0,1,Cart Abandoners,2
83998413,2,0,0,1,Cart Abandoners,3
85243355,3,5,3,3,High-Intent Buyers,14
86166335,0,0,0,1,Bouncers (Low Engagement),1
86299438,0,0,0,1,Bouncers (Low Engagement),1
86556143,4,0,2,5,Cart Abandoners,11
87433987,0,0,0,2,Bouncers (Low Engagement),2
88131290,0,0,0,1,Bouncers (Low Engagement),1
88211255,4,0,4,22,Cart Abandoners,30
88892884,0,0,0,1,Bouncers (Low Engagement),1
88940739,0,0,0,1,Bouncers (Low Engagement),1
89059574,0,0,0,1,Bouncers (Low Engagement),1
89466654,30,0,12,4,Cart Abandoners,46
91136858,43,0,16,24,Cart Abandoners,83
91651743,0,0,0,1,Bouncers (Low Engagement),1
92366748,6,8,5,27,High-Intent Buyers,46
92381432,0,0,1,2,Bouncers (Low Engagement),3
92851651,0,0,0,2,Bouncers (Low Engagement),2
92854689,2,0,0,3,Cart Abandoners,5
92938912,0,0,0,1,Bouncers (Low Engagement),1
92963123,0,0,0,1,Bouncers (Low Engagement),1
92996946,0,0,0,1,Bouncers (Low Engagement),1
93523874,0,0,0,1,Bouncers (Low Engagement),1
93856218,0,0,0,1,Bouncers (Low Engagement),1
94830979,0,0,0,2,Bouncers (Low Engagement),2
95081970,4,8,8,30,High-Intent Buyers,50
95681006,0,0,0,2,Bouncers (Low Engagement),2
95758554,0,0,0,7,Window Shoppers,7
96526708,0,0,0,1,Bouncers (Low Engagement),1
97980555,1,0,0,1,Cart Abandoners,2
98079173,0,0,0,1,Bouncers (Low Engagement),1
98485179,0,0,0,1,Bouncers (Low Engagement),1
99499363,5,0,0,2,Cart Abandoners,7
99678913,4,0,1,19,Cart Abandoners,24
99759350,0,0,0,1,Bouncers (Low Engagement),1
100015010,0,0,0,1,Bouncers (Low Engagement),1
100782919,0,0,0,5,Window Shoppers,5
100787781,4,0,7,6,Cart Abandoners,17
101025416,11,11,0,4,High-Intent Buyers,26
101779631,4,0,9,0,Cart Abandoners,13
102530311,0,0,0,1,Bouncers (Low Engagement),1
103566871,3,0,1,11,Cart Abandoners,15
104368191,0,0,0,2,Bouncers (Low Engagement),2
105075440,0,3,0,1,High-Intent Buyers,4
105118203,4,9,5,1,High-Intent Buyers,19
105379623,0,0,0,1,Bouncers (Low Engagement),1
105545905,0,0,0,2,Bouncers (Low Engagement),2
105697630,8,0,4,8,Cart Abandoners,20
106020534,0,0,0,1,Bouncers (Low Engagement),1
107945915,10,0,0,0,Cart Abandoners,10
108687714,0,0,0,2,Bouncers (Low Engagement),2
109256370,0,0,0,1,Bouncers (Low Engagement),1
109928361,26,5,15,6,High-Intent Buyers,52
111258155,0,0,0,1,Bouncers (Low Engagement),1
112640868,0,0,0,2,Bouncers (Low Engagement),2
112793013,0,0,0,2,Bouncers (Low Engagement),2
112977634,1,0,0,3,Cart Abandoners,4
113193448,3,0,0,0,Cart Abandoners,3
114325546,0,0,0,1,Bouncers (Low Engagement),1
114401397,1,1,1,0,High-Intent Buyers,3
114598339,1,0,2,4,Cart Abandoners,7
115036271,0,0,0,1,Bouncers (Low Engagement),1
115125735,1,0,0,0,Cart Abandoners,1
115398528,63,14,61,4,High-Intent Buyers,142
115460314,0,0,0,2,Bouncers (Low Engagement),2
115468484,0,0,0,6,Window Shoppers,6
115752073,1,0,0,5,Cart Abandoners,6
115978567,0,0,0,1,Bouncers (Low Engagement),1
117146440,0,0,0,1,Bouncers (Low Engagement),1
117870795,0,0,0,2,Bouncers (Low Engagement),2
118539394,5,0,0,6,Cart Abandoners,11
118623714,0,0,0,1,Bouncers (Low Engagement),1
118988445,0,0,0,2,Bouncers (Low Engagement),2
119190618,1,0,5,2,Cart Abandoners,8
119747950,0,0,0,1,Bouncers (Low Engagement),1
119876205,2,0,18,4,Cart Abandoners,24
119917559,0,0,0,1,Bouncers (Low Engagement),1
121830501,0,0,0,1,Bouncers (Low Engagement),1
121915612,0,0,0,9,Window Shoppers,9
122193893,0,0,0,1,Bouncers (Low Engagement),1
122290565,0,0,0,2,Bouncers (Low Engagement),2
122589239,0,0,0,3,Window Shoppers,3
124354517,1,0,0,1,Cart Abandoners,2
124443229,0,0,0,1,Bouncers (Low Engagement),1
125491975,0,0,0,1,Bouncers (Low Engagement),1
126051562,15,0,1,7,Cart Abandoners,23
126192495,1,0,0,2,Cart Abandoners,3
127350130,1,0,4,12,Cart Abandoners,17
128217878,0,0,4,8,Window Shoppers,12
128659206,0,0,0,2,Bouncers (Low Engagement),2
128906122,0,0,0,1,Bouncers (Low Engagement),1
128948942,0,0,0,1,Bouncers (Low Engagement),1
129297574,0,0,0,1,Bouncers (Low Engagement),1
129845309,1,0,0,8,Cart Abandoners,9
129863522,0,0,0,2,Bouncers (Low Engagement),2
131177364,4,0,0,18,Cart Abandoners,22
131716474,16,0,0,0,Cart Abandoners,16
131780474,0,0,0,1,Bouncers (Low Engagement),1
132447050,3,0,0,0,Cart Abandoners,3
134590726,0,0,0,2,Bouncers (Low Engagement),2
135535592,0,0,0,1,Bouncers (Low Engagement),1
137385912,14,0,4,4,Cart Abandoners,22
137479218,0,0,0,1,Bouncers (Low Engagement),1
140439288,0,0,0,1,Bouncers (Low Engagement),1
141265884,0,0,0,1,Bouncers (Low Engagement),1
141466219,0,0,0,1,Bouncers (Low Engagement),1
141894282,0,0,0,1,Bouncers (Low Engagement),1
142120649,2,0,0,4,Cart Abandoners,6
142717569,8,0,13,8,Cart Abandoners,29
146310893,0,0,0,1,Bouncers (Low Engagement),1
146594787,0,0,0,4,Window Shoppers,4
146640462,9,0,9,30,Cart Abandoners,48
146699059,0,0,0,1,Bouncers (Low Engagement),1
147149642,0,0,0,2,Bouncers (Low Engagement),2
147329243,10,0,0,1,Cart Abandoners,11
147995998,0,0,0,4,Window Shoppers,4
148226879,0,0,0,3,Window Shoppers,3
148648103,0,0,0,3,Window Shoppers,3
148938033,0,0,0,1,Bouncers (Low Engagement),1
149006247,0,0,0,1,Bouncers (Low Engagement),1
149017750,2,0,0,4,Cart Abandoners,6
149041958,1,0,0,0,Cart Abandoners,1
149334631,1,0,0,0,Cart Abandoners,1
149335967,0,0,0,1,Bouncers (Low Engagement),1
149933769,0,0,0,1,Bouncers (Low Engagement),1
149958406,0,0,0,3,Window Shoppers,3
150318419,20,16,26,22,High-Intent Buyers,84
151045021,9,0,39,3,Cart Abandoners,51
151107412,0,0,0,1,Bouncers (Low Engagement),1
151229872,54,24,0,4,High-Intent Buyers,82
151690169,0,0,0,1,Bouncers (Low Engagement),1
151971056,0,0,0,1,Bouncers (Low Engagement),1
151984382,0,0,0,1,Bouncers (Low Engagement),1
152422125,2,5,2,5,High-Intent Buyers,14
152516207,0,0,0,14,Window Shoppers,14
152659135,0,0,0,2,Bouncers (Low Engagement),2
152706806,0,0,0,1,Bouncers (Low Engagement),1
153316955,14,15,35,17,High-Intent Buyers,81
153378194,36,0,0,7,Cart Abandoners,43
153474813,9,0,6,12,Cart Abandoners,27
153836569,17,0,2,0,Cart Abandoners,19
153862510,0,0,0,1,Bouncers (Low Engagement),1
154065884,60,23,35,40,High-Intent Buyers,158
154124582,10,20,10,34,High-Intent Buyers,74
154227711,6,0,10,1,Cart Abandoners,17
154360191,0,0,0,1,Bouncers (Low Engagement),1
154753706,1,0,0,4,Cart Abandoners,5
155108030,0,0,0,7,Window Shoppers,7
155376736,0,0,0,1,Bouncers (Low Engagement),1
155558336,0,0,0,1,Bouncers (Low Engagement),1
155907808,0,0,0,1,Bouncers (Low Engagement),1
156025323,0,3,0,0,High-Intent Buyers,3
156408650,7,7,4,14,High-Intent Buyers,32
156430889,0,0,4,20,Window Shoppers,24
156980094,0,0,0,1,Bouncers (Low Engagement),1
157554195,0,0,0,1,Bouncers (Low Engagement),1
157621793,25,0,28,42,Cart Abandoners,95
157718177,9,0,0,1,Cart Abandoners,10
158347275,0,0,0,1,Bouncers (Low Engagement),1
158370904,0,0,0,1,Bouncers (Low Engagement),1
158902070,0,0,0,1,Bouncers (Low Engagement),1
159260812,7,0,6,25,Cart Abandoners,38
159277817,0,0,17,0,Bouncers (Low Engagement),17
159365622,1,0,2,12,Cart Abandoners,15
159396271,0,0,0,1,Bouncers (Low Engagement),1
159486861,0,0,1,7,Window Shoppers,8
159597290,0,0,0,1,Bouncers (Low Engagement),1
160001681,9,0,5,10,Cart Abandoners,24
160378970,0,0,0,1,Bouncers (Low Engagement),1
160628491,0,0,0,1,Bouncers (Low Engagement),1
160905182,52,0,61,8,Cart Abandoners,121
161026125,30,0,25,2,Cart Abandoners,57
162609999,0,0,0,1,Bouncers (Low Engagement),1
162794465,0,0,0,1,Bouncers (Low Engagement),1
162807077,2,16,1,41,High-Intent Buyers,60
162977183,0,0,0,1,Bouncers (Low Engagement),1
163006372,0,0,0,15,Window Shoppers,15
163222556,0,0,0,1,Bouncers (Low Engagement),1
163429165,0,0,0,1,Bouncers (Low Engagement),1
163660246,1,0,0,11,Cart Abandoners,12
164222529,0,0,0,3,Window Shoppers,3
164376383,0,0,0,1,Bouncers (Low Engagement),1
164492659,0,0,0,2,Bouncers (Low Engagement),2
164737612,0,0,0,1,Bouncers (Low Engagement),1
164957499,9,0,5,0,Cart Abandoners,14
165191626,0,0,0,1,Bouncers (Low Engagement),1
165349588,4,1,4,4,High-Intent Buyers,13
165488152,16,0,10,4,Cart Abandoners,30
166034976,0,0,0,1,Bouncers (Low Engagement),1
167476631,0,0,0,1,Bouncers (Low Engagement),1
167501735,0,0,0,1,Bouncers (Low Engagement),1
167868461,0,0,0,2,Bouncers (Low Engagement),2
169057477,2,0,0,1,Cart Abandoners,3
169108222,0,0,0,1,Bouncers (Low Engagement),1
169393358,0,0,0,1,Bouncers (Low Engagement),1
169447226,0,0,0,1,Bouncers (Low Engagement),1
169677138,47,0,6,2,Cart Abandoners,55
170051294,1,0,0,0,Cart Abandoners,1
170054120,0,0,0,1,Bouncers (Low Engagement),1
170061254,9,4,5,0,High-Intent Buyers,18
170300054,0,0,0,2,Bouncers (Low Engagement),2
170337584,0,0,0,1,Bouncers (Low Engagement),1
170386254,14,21,43,4,High-Intent Buyers,82
170685964,0,0,0,1,Bouncers (Low Engagement),1
170692471,1,0,0,8,Cart Abandoners,9
171058753,0,0,0,1,Bouncers (Low Engagement),1
171268721,1,0,0,0,Cart Abandoners,1
171773970,0,0,0,1,Bouncers (Low Engagement),1
172122489,0,0,0,1,Bouncers (Low Engagement),1
172335919,6,0,11,0,Cart Abandoners,17
172974485,2,116,1,1,High-Intent Buyers,120
173017713,1,0,0,0,Cart Abandoners,1
173022895,8,11,3,22,High-Intent Buyers,44
173367162,0,0,0,1,Bouncers (Low Engagement),1
173386706,12,0,8,20,Cart Abandoners,40
173796504,0,0,0,1,Bouncers (Low Engagement),1
174313626,2,0,1,7,Cart Abandoners,10
174440505,5,5,2,2,High-Intent Buyers,14
174536109,1,0,0,0,Cart Abandoners,1
174980657,2,0,0,2,Cart Abandoners,4
175273059,0,0,0,1,Bouncers (Low Engagement),1
175705011,0,0,0,2,Bouncers (Low Engagement),2
175773408,2,0,44,3,Cart Abandoners,49
175786308,0,0,0,1,Bouncers (Low Engagement),1
175907430,39,0,41,35,Cart Abandoners,115
176064797,28,0,10,6,Cart Abandoners,44
176262002,10,0,5,10,Cart Abandoners,25
176343326,20,0,0,0,Cart Abandoners,20
176646073,3,0,0,2,Cart Abandoners,5
176653975,9,0,6,6,Cart Abandoners,21
176971681,6,0,2,5,Cart Abandoners,13
177289948,4,0,0,7,Cart Abandoners,11
177791002,12,0,0,1,Cart Abandoners,13
178330355,0,0,0,3,Window Shoppers,3
178392201,0,0,0,1,Bouncers (Low Engagement),1
178970301,0,0,0,1,Bouncers (Low Engagement),1
179619026,0,0,0,1,Bouncers (Low Engagement),1
180098659,0,0,0,1,Bouncers (Low Engagement),1
180246623,0,0,0,1,Bouncers (Low Engagement),1
180638540,4,0,2,4,Cart Abandoners,10
181028954,0,0,0,1,Bouncers (Low Engagement),1
181122527,9,0,8,20,Cart Abandoners,37
181520556,0,0,0,1,Bouncers (Low Engagement),1
181678993,0,0,0,1,Bouncers (Low Engagement),1
181770499,0,0,0,1,Bouncers (Low Engagement),1
181948223,5,0,3,31,Cart Abandoners,39
182577459,0,0,0,1,Bouncers (Low Engagement),1
182822650,0,0,0,3,Window Shoppers,3
183128955,0,0,0,1,Bouncers (Low Engagement),1
183513074,0,0,0,1,Bouncers (Low Engagement),1
184032349,1,0,0,3,Cart Abandoners,4
184080839,0,0,0,3,Window Shoppers,3
184131842,0,0,0,1,Bouncers (Low Engagement),1
184175105,4,0,14,0,Cart Abandoners,18
184308452,0,0,0,1,Bouncers (Low Engagement),1
184386547,23,13,14,16,High-Intent Buyers,66
184952990,0,0,0,1,Bouncers (Low Engagement),1
185341541,0,0,0,1,Bouncers (Low Engagement),1
185599786,0,0,0,1,Bouncers (Low Engagement),1
185625135,2,0,0,1,Cart Abandoners,3
185694683,36,6,4,28,High-Intent Buyers,74
185769245,33,26,9,10,High-Intent Buyers,78
185945844,0,0,0,1,Bouncers (Low Engagement),1
186020703,13,0,6,0,Cart Abandoners,19
186407136,0,0,0,1,Bouncers (Low Engagement),1
187053508,0,0,0,1,Bouncers (Low Engagement),1
187485568,17,19,3,1,High-Intent Buyers,40
187565158,0,0,0,2,Bouncers (Low Engagement),2
187579775,0,0,1,0,Bouncers (Low Engagement),1
187697719,9,0,0,6,Cart Abandoners,15
187803012,9,0,0,4,Cart Abandoners,13
188057865,0,0,0,1,Bouncers (Low Engagement),1
188283256,0,0,0,3,Window Shoppers,3
188544526,0,0,1,0,Bouncers (Low Engagement),1
188587908,11,7,4,14,High-Intent Buyers,36
188846099,6,0,2,3,Cart Abandoners,11
189055424,1,0,4,16,Cart Abandoners,21
189101148,0,0,0,1,Bouncers (Low Engagement),1
189188689,0,0,0,2,Bouncers (Low Engagement),2
189597670,0,0,0,2,Bouncers (Low Engagement),2
190707972,0,0,0,1,Bouncers (Low Engagement),1
190768170,0,0,0,1,Bouncers (Low Engagement),1
191180790,0,0,0,2,Bouncers (Low Engagement),2
191349816,9,11,12,1,High-Intent Buyers,33
192709765,0,15,0,0,High-Intent Buyers,15
192830196,0,0,0,1,Bouncers (Low Engagement),1
192859532,14,8,14,27,High-Intent Buyers,63
192943709,0,0,0,1,Bouncers (Low Engagement),1
193176680,4,0,6,3,Cart Abandoners,13
193412697,0,0,0,1,Bouncers (Low Engagement),1
193632929,0,3,0,0,High-Intent Buyers,3
193757121,0,0,0,1,Bouncers (Low Engagement),1
193808223,0,0,0,1,Bouncers (Low Engagement),1
193837623,8,0,2,7,Cart Abandoners,17
194550111,2,0,11,2,Cart Abandoners,15
194804840,14,0,17,12,Cart Abandoners,43
195155373,0,0,0,4,Window Shoppers,4
196042408,7,0,0,19,Cart Abandoners,26
196429621,0,0,0,1,Bouncers (Low Engagement),1
196717243,0,0,0,1,Bouncers (Low Engagement),1
196912988,0,0,1,3,Window Shoppers,4
197004660,0,0,0,2,Bouncers (Low Engagement),2
197306873,9,3,4,11,High-Intent Buyers,27
197484335,0,0,0,3,Window Shoppers,3
197675843,1,0,0,1,Cart Abandoners,2
197904114,0,0,0,1,Bouncers (Low Engagement),1
198396293,0,0,0,1,Bouncers (Low Engagement),1
198475762,0,0,0,1,Bouncers (Low Engagement),1
198925986,0,3,0,18,High-Intent Buyers,21
199202379,0,0,0,2,Bouncers (Low Engagement),2
199560729,0,0,0,3,Window Shoppers,3
200225950,0,0,0,1,Bouncers (Low Engagement),1
200698039,12,0,0,6,Cart Abandoners,18
200897375,22,0,9,24,Cart Abandoners,55
201041972,17,0,13,27,Cart Abandoners,57
201061424,0,0,0,1,Bouncers (Low Engagement),1
201271139,20,20,1,0,High-Intent Buyers,41
201302301,0,0,0,1,Bouncers (Low Engagement),1
201412194,0,0,0,2,Bouncers (Low Engagement),2
201741912,0,0,0,2,Bouncers (Low Engagement),2
201743604,0,0,0,1,Bouncers (Low Engagement),1
201772156,0,0,0,1,Bouncers (Low Engagement),1
201800755,0,0,0,1,Bouncers (Low Engagement),1
201807267,0,0,0,2,Bouncers (Low Engagement),2
201923035,0,0,0,1,Bouncers (Low Engagement),1
201973945,0,0,0,1,Bouncers (Low Engagement),1
202009202,0,0,0,2,Bouncers (Low Engagement),2
202036708,0,0,0,1,Bouncers (Low Engagement),1
202049636,0,0,0,4,Window Shoppers,4
202049973,3,0,1,6,Cart Abandoners,10
202164889,0,0,0,1,Bouncers (Low Engagement),1
202171790,0,0,0,1,Bouncers (Low Engagement),1
202175687,0,0,0,1,Bouncers (Low Engagement),1
202233709,2,0,0,2,Cart Abandoners,4
202438687,3,0,0,0,Cart Abandoners,3
202472817,164,21,70,3,High-Intent Buyers,258
202583750,3,4,7,5,High-Intent Buyers,19
202598045,19,0,0,12,Cart Abandoners,31
202874168,14,0,14,8,Cart Abandoners,36
202907341,0,0,0,1,Bouncers (Low Engagement),1
202937233,0,0,0,1,Bouncers (Low Engagement),1
203114329,0,25,18,2,High-Intent Buyers,45
203151002,0,0,0,1,Bouncers (Low Engagement),1
203185545,0,0,0,1,Bouncers (Low Engagement),1
203191132,0,0,0,2,Bouncers (Low Engagement),2
203248282,20,0,0,8,Cart Abandoners,28
203257482,1,0,0,1,Cart Abandoners,2
203532517,2,0,0,5,Cart Abandoners,7
203565900,1,0,0,2,Cart Abandoners,3
203667449,0,0,0,1,Bouncers (Low Engagement),1
203779632,2,0,0,2,Cart Abandoners,4
203981094,4,0,7,4,Cart Abandoners,15
203998694,4,0,0,0,Cart Abandoners,4
204021497,0,0,1,4,Window Shoppers,5
204047759,5,0,0,0,Cart Abandoners,5
204142009,29,0,32,5,Cart Abandoners,66
204166748,14,7,5,21,High-Intent Buyers,47
204598976,1,0,1,0,Cart Abandoners,2
204614866,0,0,0,2,Bouncers (Low Engagement),2
204623561,1,0,0,2,Cart Abandoners,3
204746851,0,0,0,5,Window Shoppers,5
204773910,0,0,0,2,Bouncers (Low Engagement),2
204805946,2,0,0,2,Cart Abandoners,4
204868225,0,0,0,1,Bouncers (Low Engagement),1
205013073,0,0,0,1,Bouncers (Low Engagement),1
205018731,0,0,0,2,Bouncers (Low Engagement),2
205149898,4,0,2,11,Cart Abandoners,17
205277242,12,0,2,3,Cart Abandoners,17
205440318,0,0,0,1,Bouncers (Low Engagement),1
205521379,0,0,0,1,Bouncers (Low Engagement),1
205959259,0,0,0,1,Bouncers (Low Engagement),1
206017593,0,0,0,1,Bouncers (Low Engagement),1
206494362,0,0,0,1,Bouncers (Low Engagement),1
206650381,3,4,3,3,High-Intent Buyers,13
206869261,40,36,3,24,High-Intent Buyers,103
207135093,0,0,0,1,Bouncers (Low Engagement),1
207366744,1,0,2,9,Cart Abandoners,12
207373867,8,0,7,9,Cart Abandoners,24
207602047,2,0,0,0,Cart Abandoners,2
207607386,0,0,0,4,Window Shoppers,4
208337948,0,0,0,2,Bouncers (Low Engagement),2
208704196,0,0,0,2,Bouncers (Low Engagement),2
208865715,7,0,0,1,Cart Abandoners,8
209220711,0,0,0,1,Bouncers (Low Engagement),1
209260357,0,0,0,1,Bouncers (Low Engagement),1
209463788,0,0,0,10,Window Shoppers,10
209484612,0,0,0,1,Bouncers (Low Engagement),1
209625145,64,0,36,5,Cart Abandoners,105
210005414,0,0,0,4,Window Shoppers,4
210216165,0,0,0,1,Bouncers (Low Engagement),1
211958693,0,0,0,1,Bouncers (Low Engagement),1
212139322,0,0,0,2,Bouncers (Low Engagement),2
212464031,1,0,0,1,Cart Abandoners,2
212571000,1,0,0,0,Cart Abandoners,1
212767011,0,0,3,0,Bouncers (Low Engagement),3
212783065,5,0,3,11,Cart Abandoners,19
213073609,0,0,0,2,Bouncers (Low Engagement),2
213246532,16,0,21,22,Cart Abandoners,59
213291226,0,0,0,1,Bouncers (Low Engagement),1
213806974,0,0,0,1,Bouncers (Low Engagement),1
213946254,0,0,0,2,Bouncers (Low Engagement),2
214269692,0,0,0,1,Bouncers (Low Engagement),1
214567841,0,0,0,1,Bouncers (Low Engagement),1
214649367,1,8,42,11,High-Intent Buyers,62
214955670,1,0,0,2,Cart Abandoners,3
215105425,2,0,1,4,Cart Abandoners,7
215234329,0,0,0,1,Bouncers (Low Engagement),1
215367532,0,0,0,1,Bouncers (Low Engagement),1
215450430,11,0,0,5,Cart Abandoners,16
215487435,2,2,0,0,High-Intent Buyers,4
215505542,0,0,0,1,Bouncers (Low Engagement),1
215941732,0,0,0,1,Bouncers (Low Engagement),1
215988947,16,0,0,3,Cart Abandoners,19
216434379,0,0,0,3,Window Shoppers,3
217069933,0,0,0,4,Window Shoppers,4
217643692,0,0,0,2,Bouncers (Low Engagement),2
218025468,0,0,0,1,Bouncers (Low Engagement),1
218428783,28,0,0,0,Cart Abandoners,28
218446295,1,0,0,1,Cart Abandoners,2
218670245,5,0,2,4,Cart Abandoners,11
218686224,2,0,0,1,Cart Abandoners,3
218844050,7,0,8,4,Cart Abandoners,19
219271433,23,0,0,0,Cart Abandoners,23
219406100,0,0,0,3,Window Shoppers,3
219542972,0,0,0,1,Bouncers (Low Engagement),1
219590528,0,0,0,1,Bouncers (Low Engagement),1
219681655,0,0,0,2,Bouncers (Low Engagement),2
219685663,2,0,7,9,Cart Abandoners,18
219700984,0,0,0,1,Bouncers (Low Engagement),1
219812700,0,0,0,1,Bouncers (Low Engagement),1
219918744,0,0,0,3,Window Shoppers,3
220035185,0,0,0,3,Window Shoppers,3
220099933,0,0,0,1,Bouncers (Low Engagement),1
220304536,0,0,0,1,Bouncers (Low Engagement),1
220623382,0,0,6,0,Bouncers (Low Engagement),6
220702298,0,0,0,8,Window Shoppers,8
220757052,0,0,0,2,Bouncers (Low Engagement),2
220930114,0,0,0,1,Bouncers (Low Engagement),1
220931748,0,0,0,1,Bouncers (Low Engagement),1
220965197,4,0,77,20,Cart Abandoners,101
221487417,0,0,0,1,Bouncers (Low Engagement),1
221677399,1,0,0,3,Cart Abandoners,4
222043723,3,0,0,0,Cart Abandoners,3
222111709,0,0,1,0,Bouncers (Low Engagement),1
222225189,28,11,54,8,High-Intent Buyers,101
222511402,0,0,0,1,Bouncers (Low Engagement),1
222571460,1,1,0,1,High-Intent Buyers,3
222617184,0,0,0,1,Bouncers (Low Engagement),1
222704557,0,0,0,2,Bouncers (Low Engagement),2
222978526,0,0,0,1,Bouncers (Low Engagement),1
223293700,4,0,0,108,Cart Abandoners,112
223314977,2,0,3,0,Cart Abandoners,5
223342527,0,0,0,1,Bouncers (Low Engagement),1
223375587,0,0,0,2,Bouncers (Low Engagement),2
223531117,4,0,0,4,Cart Abandoners,8
223624171,0,0,0,3,Window Shoppers,3
224068566,54,0,34,36,Cart Abandoners,124
